1391221713 0
1391222637 15
1391222736 35
1391972410 47
1392268666 194
1392676880 5713
1392676974 6216
1392686025 6230
1392686324 6276
1392689529 12441
1392689583 6229
1392776291 6234
1393057911 6820
1393059656 6898
1393062369 6643
1393065569 6647
1393065605 6647
1393179858 6237
1393179959 6801
1393186004 6547
1393186041 6643
1393282694 1359
1393282703 1485
1393282898 1485
1393283083 1541
1393283361 1542
1393283476 1484
1393299945 1489
1393359430 1521
1393789509 1562
1393789649 1567
1393828660 1587
1395518377 1606
1395518772 2772
1395540504 2663
1395547406 3076
1395554242 3027
1395555370 3027
1395558069 3124
1395963149 3119
1395986960 3179
1395986970 3315
1396145217 3255
1397782557 12452
1397783079 12451
1397964051 12516
1397964161 12518
1398563215 12702
1398650002 12945
1398823312 12974
1398929253 12992
1399147932 13115
1399147974 13306
1399150029 13378
1399150527 13457
1399150881 13768
1399175426 26069
1399175632 26338
1399179822 26335
1399182156 26369
1399186589 26873
1399218909 26883
1399218934 26917
1399221529 26924
1399221552 26936
1399221616 26935
1399221814 26943
1399226923 26943
1399428765 26264
1399429507 18695
1399429609 19880
1399430126 19880
1399432210 20331
1399456626 20060
1399458147 19185
1399458173 19200
1399458332 19200
1399612604 19126
1399612717 19353
1399613856 19352
1399614081 19352
1399617235 19437
1399618090 19437
1399618258 19375
1399618286 19387
1399621611 19392
1399622293 19392
1399651640 21012
1399651681 21020
1399655011 21020
1399655031 20869
1399655295 20869
1399655299 20865
1399660835 20992
1399660843 19771
1399662088 19771
1399663375 18783
1399698980 3078
1403988801 17289
1403989345 17706
1406091589 17817
1406343676 17823
1407007621 18209
1407026806 18208
1407027271 18213
1407029410 18228
1408506902 18228
1408507975 18228
1408508380 18426
1408508858 18426
1408511742 18444
1408511747 18446
1408513976 18447
1408514846 18431
1408587800 18651
1408587859 18655
1408591249 18655
1408649845 18733
1408649855 18734
1408682706 18675
1408682717 18675
1408685128 18701
1408686933 18681
1408749293 18745
1408749344 18723
1408824836 18699
1408825085 18734
1408834595 18720
1408836057 18736
1408838977 18738
1408846424 18741
1408846722 18743
1408908656 18744
1408908659 18759
1408921207 18775
1408967090 18775
1408967752 18777
1408968750 18781
1408993901 18781
1409017347 18800
1409017350 18793
1409020773 18799
1409241411 18799
1409241414 18791
1409513522 18840
1409517832 18837
1409560584 18926
1409571532 18932
1409574313 18924
1409574909 18919
1409576333 18917
1409576932 18917
1409577472 18911
1409657649 18924
1409659454 18924
1409683999 18916
1409699813 18912
1409699940 18912
1409807895 18984
1410041247 18978
1410070397 19008
1410092306 19022
1410092504 19023
1410106786 20496
1410108845 21241
1410109031 18543
1410110117 22274
1410110377 22306
1410110447 22306
1410112283 22393
1410210067 18545
1410595534 18549
1410618660 18559
1410619391 18559
1410621215 18599
1410628961 18479
1410630348 18483
1410630709 18491
1410637635 18491
