1443557893 0
1443645953 12
1444162186 16
1444163098 20
1444163220 37
1444857786 479
1448949569 676
1448949800 676
1448951022 696
1448987503 719
1448987947 717
1449004521 932
1449265318 944
1449269297 946
1449269347 946
1449269492 946
1449276461 762
1449276762 762
1449277795 762
1449279809 771
1449279873 891
1449282571 808
1449283677 826
1449283927 831
1449284980 839
1449285615 840
1449285952 842
1449288664 846
1449289465 847
1449289871 846
1449294250 846
1449610422 857
1449611076 856
1449611318 856
1454606065 864
1456177600 876
1457062211 925
1457063272 553
1457064224 582
1457064699 582
1457076048 603
1457079537 644
1457079583 640
1457116005 682
1457129095 749
1458678838 775
1458679944 920
1458881194 920
1458940823 923
1459302120 693
1459302335 693
1459302742 1084
1459302778 1086
1459309222 1107
1460175212 1031
1460494058 1032
1460798106 1027
1460809624 1097
1460809865 1086
1460830162 1082
1460830296 952
1461083082 938
1461083246 907
1461083363 907
1461085679 948
1461086693 957
1461086892 959
1461089307 979
1461605223 1005
1461620640 1005
1461621610 1006
1461621771 1006
1461622739 1011
1461624076 1030
1461624150 1011
1461633295 1066
1461887721 1081
1462494238 1082
1462494523 1098
1462494720 1093
1462494744 1078
1462495582 1094
1462495709 1094
1462497440 1094
1462498338 1091
1462498903 1092
1473797529 1093
1473797706 1093
1473797723 1094
1473797871 1092
1473798737 1093
1473798953 1099
1473800483 1109
1473800618 1109
1474057775 1122
1474923792 10523
1474924824 10541
1475007053 10541
1475008313 10540
1475009151 10540
1475268448 10542
1475591152 10613
1475591405 10624
1475612090 10651
1475612411 10647
1475613172 10648
1476389272 10665
1476390028 10660
1476390688 10673
1476390952 10672
