1443557893 0 0 0 1 0 0 0 0 0 0 0
1443645953 0 0 0 2 0 0 0 0 0 0 0
1444162186 0 1 0 2 0 0 0 0 0 0 0
1444163098 0 2 0 2 0 0 0 0 0 0 0
1444163220 0 3 0 2 0 0 0 0 0 0 0
1444857786 0 3 0 3 0 0 0 0 0 0 0
1448949569 0 3 0 4 0 0 0 0 0 0 0
1448949800 0 3 0 5 0 0 0 0 0 0 0
1448951022 0 3 0 6 0 0 0 0 0 0 0
1448987503 0 4 0 6 0 0 0 0 0 0 0
1448987947 0 4 1 6 0 0 0 0 0 0 0
1449004521 0 5 1 6 0 0 0 0 0 0 0
1449265318 0 5 2 6 0 0 0 0 0 0 0
1449269297 0 5 3 6 0 0 0 0 0 0 0
1449269347 0 5 4 6 0 0 0 0 0 0 0
1449269492 0 5 5 6 0 0 0 0 0 0 0
1449276461 0 5 5 6 1 0 0 0 0 0 0
1449276762 0 5 5 6 2 0 0 0 0 0 0
1449277795 0 5 5 6 3 0 0 0 0 0 0
1449279809 0 5 5 6 4 0 0 0 0 0 0
1449279873 0 5 5 6 5 0 0 0 0 0 0
1449282571 0 5 5 6 5 0 0 0 1 0 0
1449283677 0 5 6 6 5 0 0 0 1 0 0
1449283927 0 5 7 6 5 0 0 0 1 0 0
1449284980 0 5 8 6 5 0 0 0 1 0 0
1449285615 0 5 9 6 5 0 0 0 1 0 0
1449285952 0 5 10 6 5 0 0 0 1 0 0
1449288664 0 5 10 6 6 0 0 0 1 0 0
1449289465 0 5 11 6 6 0 0 0 1 0 0
1449289871 0 5 12 6 6 0 0 0 1 0 0
1449294250 0 5 13 6 6 0 0 0 1 0 0
1449610422 0 6 13 6 6 0 0 0 1 0 0
1449611076 0 7 13 6 6 0 0 0 1 0 0
1449611318 0 8 13 6 6 0 0 0 1 0 0
1454606065 0 8 13 6 7 0 0 0 1 0 0
1456177600 0 8 13 7 7 0 0 0 1 0 0
1457062211 1 8 13 7 7 0 0 0 1 0 0
1457063272 2 8 13 7 7 0 0 0 1 0 0
1457064224 3 8 13 7 7 0 0 0 1 0 0
1457064699 4 8 13 7 7 0 0 0 1 0 0
1457076048 5 8 13 7 7 0 0 0 1 0 0
1457079537 6 8 13 7 7 0 0 0 1 0 0
1457079583 7 8 13 7 7 0 0 0 1 0 0
1457116005 8 8 13 7 7 0 0 0 1 0 0
1457129095 9 8 13 7 7 0 0 0 1 0 0
1458678838 10 8 13 7 7 0 0 0 1 0 0
1458679944 11 8 13 7 7 0 0 0 1 0 0
1458881194 12 8 13 7 7 0 0 0 1 0 0
1458940823 12 8 13 7 7 0 0 0 1 1 0
1459269743 13 8 13 7 7 0 0 0 1 1 0
1459270802 14 8 13 7 7 0 0 0 1 1 0
1459276788 15 8 13 7 7 0 0 0 1 1 0
1459284404 16 8 13 7 7 0 0 0 1 1 0
1459287782 17 8 13 7 7 0 0 0 1 1 0
1459289160 18 8 13 7 7 0 0 0 1 1 0
1459301956 19 8 13 7 7 0 0 0 1 1 0
1459302120 20 8 13 7 7 0 0 0 1 1 0
1459302335 21 8 13 7 7 0 0 0 1 1 0
1459302742 22 8 13 7 7 0 0 0 1 1 0
1459302778 23 8 13 7 7 0 0 0 1 1 0
1459309222 24 8 13 7 7 0 0 0 1 1 0
1460175212 25 8 13 7 7 0 0 0 1 1 0
1460494058 25 8 13 8 7 0 0 0 1 1 0
1460798106 26 8 13 8 7 0 0 0 1 1 0
1460809624 27 8 13 8 7 0 0 0 1 1 0
1460809865 28 8 13 8 7 0 0 0 1 1 0
1460830162 29 8 13 8 7 0 0 0 1 1 0
1460830296 30 8 13 8 7 0 0 0 1 1 0
1461083082 30 9 13 8 7 0 0 0 1 1 0
1461083246 30 10 13 8 7 0 0 0 1 1 0
1461083363 30 11 13 8 7 0 0 0 1 1 0
1461085679 30 12 13 8 7 0 0 0 1 1 0
1461086693 30 13 13 8 7 0 0 0 1 1 0
1461086892 31 13 13 8 7 0 0 0 1 1 0
1461089307 32 13 13 8 7 0 0 0 1 1 0
1461605223 32 13 13 8 7 1 0 0 1 1 0
1461620640 32 13 13 9 7 1 0 0 1 1 0
1461621610 32 13 13 10 7 1 0 0 1 1 0
1461621771 32 13 13 11 7 1 0 0 1 1 0
1461622739 32 13 13 11 8 1 0 0 1 1 0
1461624076 32 13 13 11 8 1 0 0 1 1 1
1461624150 32 13 13 11 9 1 0 0 1 1 1
1461633295 32 13 13 11 9 2 0 0 1 1 1
1461887721 32 13 13 11 9 3 0 0 1 1 1
1462494238 32 14 13 11 9 3 0 0 1 1 1
1462494523 32 15 13 11 9 3 0 0 1 1 1
1462494720 32 16 13 11 9 3 0 0 1 1 1
1462494744 32 17 13 11 9 3 0 0 1 1 1
1462495582 32 18 13 11 9 3 0 0 1 1 1
1462495709 32 19 13 11 9 3 0 0 1 1 1
