1451194290 1 0 0 0 0 0 0 0 0 0
1453248703 2 0 0 0 0 0 0 0 0 0
1454278369 2 0 0 1 0 0 0 0 0 0
1454876733 2 1 0 1 0 0 0 0 0 0
1454971083 2 2 0 1 0 0 0 0 0 0
1454971098 2 3 0 1 0 0 0 0 0 0
1454971144 2 4 0 1 0 0 0 0 0 0
1454975000 2 5 0 1 0 0 0 0 0 0
1454988359 2 5 1 1 0 0 0 0 0 0
1454988371 2 5 2 1 0 0 0 0 0 0
1455567292 2 5 2 1 0 0 0 0 1 0
1455567346 2 5 2 1 0 0 0 0 2 0
1455574873 3 5 2 1 0 0 0 0 2 0
1455575059 3 5 3 1 0 0 0 0 2 0
1455575132 3 5 4 1 0 0 0 0 2 0
1455575171 3 5 5 1 0 0 0 0 2 0
1455575226 3 5 6 1 0 0 0 0 2 0
1455575380 3 5 7 1 0 0 0 0 2 0
1455575690 4 5 7 1 0 0 0 0 2 0
1455575713 5 5 7 1 0 0 0 0 2 0
1455576414 5 5 8 1 0 0 0 0 2 0
1455576425 5 5 9 1 0 0 0 0 2 0
1455576594 5 5 10 1 0 0 0 0 2 0
1455576620 5 5 11 1 0 0 0 0 2 0
1455576638 5 5 12 1 0 0 0 0 2 0
1455576862 6 5 12 1 0 0 0 0 2 0
1455596620 6 5 13 1 0 0 0 0 2 0
1455596714 7 5 13 1 0 0 0 0 2 0
1455597283 8 5 13 1 0 0 0 0 2 0
1455597512 8 5 14 1 0 0 0 0 2 0
1455597983 9 5 14 1 0 0 0 0 2 0
1456112596 10 5 14 1 0 0 0 0 2 0
1456115366 11 5 14 1 0 0 0 0 2 0
1456115663 12 5 14 1 0 0 0 0 2 0
1456115684 13 5 14 1 0 0 0 0 2 0
1456115716 14 5 14 1 0 0 0 0 2 0
1456212419 15 5 14 1 0 0 0 0 2 0
1456213782 16 5 14 1 0 0 0 0 2 0
1456262969 16 5 14 1 0 0 1 0 2 0
1456263066 17 5 14 1 0 0 1 0 2 0
1456263330 17 5 15 1 0 0 1 0 2 0
1456266215 18 5 15 1 0 0 1 0 2 0
1456266392 18 5 16 1 0 0 1 0 2 0
1456266652 19 5 16 1 0 0 1 0 2 0
1456266913 20 5 16 1 0 0 1 0 2 0
1456266953 21 5 16 1 0 0 1 0 2 0
1456287505 21 6 16 1 0 0 1 0 2 0
1456632075 22 6 16 1 0 0 1 0 2 0
1456637147 22 7 16 1 0 0 1 0 2 0
1456689554 22 8 16 1 0 0 1 0 2 0
1456851569 23 8 16 1 0 0 1 0 2 0
1456851803 23 8 17 1 0 0 1 0 2 0
1457125815 23 9 17 1 0 0 1 0 2 0
1457126021 23 10 17 1 0 0 1 0 2 0
1457128699 23 11 17 1 0 0 1 0 2 0
1457225819 23 12 17 1 0 0 1 0 2 0
1457236177 23 13 17 1 0 0 1 0 2 0
1457289668 23 14 17 1 0 0 1 0 2 0
1457404318 23 15 17 1 0 0 1 0 2 0
1457404464 23 15 18 1 0 0 1 0 2 0
1457404540 24 15 18 1 0 0 1 0 2 0
1457404679 24 16 18 1 0 0 1 0 2 0
1457413155 25 16 18 1 0 0 1 0 2 0
1457413331 26 16 18 1 0 0 1 0 2 0
1457413529 27 16 18 1 0 0 1 0 2 0
1457413891 28 16 18 1 0 0 1 0 2 0
1457414022 29 16 18 1 0 0 1 0 2 0
1457414086 30 16 18 1 0 0 1 0 2 0
1457414536 31 16 18 1 0 0 1 0 2 0
1457416643 32 16 18 1 0 0 1 0 2 0
1457416662 33 16 18 1 0 0 1 0 2 0
1457420037 33 16 18 1 0 0 1 0 2 1
1457422670 34 16 18 1 0 0 1 0 2 1
1457476037 34 16 19 1 0 0 1 0 2 1
1457547728 34 16 19 1 0 1 1 0 2 1
1457548604 34 17 19 1 0 1 1 0 2 1
1457854398 35 17 19 1 0 1 1 0 2 1
1458209940 36 17 19 1 0 1 1 0 2 1
1458403735 36 17 19 2 0 1 1 0 2 1
1458429076 37 17 19 2 0 1 1 0 2 1
1458619339 37 18 19 2 0 1 1 0 2 1
1458677624 37 19 19 2 0 1 1 0 2 1
1458677662 37 19 19 2 0 2 1 0 2 1
1458677852 37 20 19 2 0 2 1 0 2 1
1459053606 38 20 19 2 0 2 1 0 2 1
1459053984 38 20 20 2 0 2 1 0 2 1
1459053997 38 20 21 2 0 2 1 0 2 1
1459054994 39 20 21 2 0 2 1 0 2 1
1459103240 39 20 21 2 1 2 1 0 2 1
1459109034 39 20 21 2 2 2 1 0 2 1
1459112551 39 20 21 2 3 2 1 0 2 1
1459650680 39 21 21 2 3 2 1 0 2 1
1459656364 39 22 21 2 3 2 1 0 2 1
1459696361 39 22 21 2 4 2 1 0 2 1
1459716383 39 22 21 2 4 3 1 0 2 1
1459719209 40 22 21 2 4 3 1 0 2 1
1459719707 40 22 22 2 4 3 1 0 2 1
1459720015 40 22 23 2 4 3 1 0 2 1
1459720910 40 22 23 2 4 3 2 0 2 1
1459721091 40 22 24 2 4 3 2 0 2 1
1459721586 41 22 24 2 4 3 2 0 2 1
1459721620 42 22 24 2 4 3 2 0 2 1
1459721684 43 22 24 2 4 3 2 0 2 1
1459733906 43 22 24 2 4 4 2 0 2 1
1459788508 43 23 24 2 4 4 2 0 2 1
1459796701 43 23 24 2 5 4 2 0 2 1
1459816107 43 23 24 2 5 5 2 0 2 1
1459816142 43 23 24 2 5 6 2 0 2 1
1459816203 43 23 24 2 5 7 2 0 2 1
1459816261 43 23 24 2 5 8 2 0 2 1
1459817076 44 23 24 2 5 8 2 0 2 1
1459817146 44 23 25 2 5 8 2 0 2 1
1459879066 44 23 25 2 6 8 2 0 2 1
1459886566 44 24 25 2 6 8 2 0 2 1
1459891760 44 25 25 2 6 8 2 0 2 1
1460315932 44 26 25 2 6 8 2 0 2 1
1460344081 45 26 25 2 6 8 2 0 2 1
1460397334 45 26 25 2 6 9 2 0 2 1
1460482038 45 26 25 2 6 10 2 0 2 1
1460486686 46 26 25 2 6 10 2 0 2 1
1460918386 46 27 25 2 6 10 2 0 2 1
1461126205 46 27 25 2 6 11 2 0 2 1
1461130196 46 27 25 2 6 12 2 0 2 1
1461526080 47 27 25 2 6 12 2 0 2 1
1461531202 48 27 25 2 6 12 2 0 2 1
1461532300 49 27 25 2 6 12 2 0 2 1
1461607277 49 28 25 2 6 12 2 0 2 1
1461609992 49 29 25 2 6 12 2 0 2 1
1461610610 49 30 25 2 6 12 2 0 2 1
1461611494 49 30 26 2 6 12 2 0 2 1
1461611909 49 31 26 2 6 12 2 0 2 1
1461623761 49 31 26 2 7 12 2 0 2 1
1461653972 50 31 26 2 7 12 2 0 2 1
1461654061 51 31 26 2 7 12 2 0 2 1
1461704553 51 31 26 3 7 12 2 0 2 1
1461714125 51 32 26 3 7 12 2 0 2 1
1461714157 51 33 26 3 7 12 2 0 2 1
1461714431 51 34 26 3 7 12 2 0 2 1
1461736084 51 34 26 3 7 13 2 0 2 1
1461740147 52 34 26 3 7 13 2 0 2 1
1461740314 53 34 26 3 7 13 2 0 2 1
1461748081 54 34 26 3 7 13 2 0 2 1
1461752299 55 34 26 3 7 13 2 0 2 1
1461757437 56 34 26 3 7 13 2 0 2 1
1461761874 57 34 26 3 7 13 2 0 2 1
1461769080 57 35 26 3 7 13 2 0 2 1
1461771767 57 36 26 3 7 13 2 0 2 1
1461800198 57 37 26 3 7 13 2 0 2 1
1461802366 57 38 26 3 7 13 2 0 2 1
1461803301 57 38 27 3 7 13 2 0 2 1
1461806620 58 38 27 3 7 13 2 0 2 1
1461809235 58 39 27 3 7 13 2 0 2 1
1461809271 58 40 27 3 7 13 2 0 2 1
1461810014 58 41 27 3 7 13 2 0 2 1
1461810059 58 42 27 3 7 13 2 0 2 1
1461810130 58 43 27 3 7 13 2 0 2 1
1461810237 58 43 28 3 7 13 2 0 2 1
1462056541 58 43 28 3 8 13 2 0 2 1
1462056980 58 43 28 3 9 13 2 0 2 1
1462057609 58 43 28 3 10 13 2 0 2 1
1462063459 58 43 28 3 11 13 2 0 2 1
1462133763 58 43 28 3 12 13 2 0 2 1
1462134116 58 43 28 3 12 13 3 0 2 1
1462136186 58 43 28 4 12 13 3 0 2 1
1462152908 58 43 28 4 13 13 3 0 2 1
1462153174 58 43 28 4 13 13 4 0 2 1
1462153411 58 43 28 4 14 13 4 0 2 1
1462153651 58 43 28 4 14 13 5 0 2 1
1462173093 58 43 28 5 14 13 5 0 2 1
1462173105 58 43 28 6 14 13 5 0 2 1
1462183601 59 43 28 6 14 13 5 0 2 1
1462183626 60 43 28 6 14 13 5 0 2 1
1462349568 60 43 28 7 14 13 5 0 2 1
1462349647 60 43 28 8 14 13 5 0 2 1
1462349658 60 43 28 9 14 13 5 0 2 1
1462351363 60 43 28 10 14 13 5 0 2 1
1462430214 60 43 28 11 14 13 5 0 2 1
1462430686 60 43 28 12 14 13 5 0 2 1
1462434430 60 43 28 13 14 13 5 0 2 1
1462436680 60 43 28 14 14 13 5 0 2 1
1462441855 61 43 28 14 14 13 5 0 2 1
1462443113 62 43 28 14 14 13 5 0 2 1
1472917822 62 44 28 14 14 13 5 0 2 1
1472918126 62 45 28 14 14 13 5 0 2 1
1473797694 62 45 29 14 14 13 5 0 2 1
1473800700 63 45 29 14 14 13 5 0 2 1
1473800726 64 45 29 14 14 13 5 0 2 1
1473800772 64 45 30 14 14 13 5 0 2 1
1473800877 64 45 31 14 14 13 5 0 2 1
1473800891 64 45 32 14 14 13 5 0 2 1
1473824509 64 45 32 14 14 13 5 1 2 1
1473825459 64 45 33 14 14 13 5 1 2 1
1473825674 65 45 33 14 14 13 5 1 2 1
1473829444 66 45 33 14 14 13 5 1 2 1
1473881158 67 45 33 14 14 13 5 1 2 1
1474262126 67 45 33 15 14 13 5 1 2 1
1474262134 67 45 33 16 14 13 5 1 2 1
1474271846 67 45 33 16 14 13 5 2 2 1
1474310184 67 46 33 16 14 13 5 2 2 1
1474311080 67 47 33 16 14 13 5 2 2 1
