1451194290 29 0 0 0 0 0 0 0 0 0
1453248703 940 0 0 0 0 0 0 0 0 0
1454278369 940 0 0 2 0 0 0 0 0 0
1454876733 940 1 0 2 0 0 0 0 0 0
1454971083 940 30 0 2 0 0 0 0 0 0
1454971098 940 59 0 2 0 0 0 0 0 0
1454971144 940 60 0 2 0 0 0 0 0 0
1454975000 940 61 0 2 0 0 0 0 0 0
1454988359 940 61 1 2 0 0 0 0 0 0
1454988371 940 61 1 2 0 0 0 0 0 0
1455567292 940 61 1 2 0 0 0 0 0 0
1455567346 940 61 1 2 0 0 0 0 0 0
1455574873 940 61 1 2 0 0 0 0 0 0
1455575059 940 61 28 2 0 0 0 0 0 0
1455575132 940 61 58 2 0 0 0 0 0 0
1455575171 940 61 60 2 0 0 0 0 0 0
1455575226 940 61 60 2 0 0 0 0 0 0
1455575380 940 61 67 2 0 0 0 0 0 0
1455575690 940 61 67 2 0 0 0 0 0 0
1455575713 940 61 67 2 0 0 0 0 0 0
1455576414 940 61 68 2 0 0 0 0 0 0
1455576425 940 61 69 2 0 0 0 0 0 0
1455576594 940 61 88 2 0 0 0 0 0 0
1455576620 940 61 111 2 0 0 0 0 0 0
1455576638 940 61 129 2 0 0 0 0 0 0
1455576862 1783 61 129 2 0 0 0 0 0 0
1455596620 1783 61 161 2 0 0 0 0 0 0
1455596714 2955 61 161 2 0 0 0 0 0 0
1455597283 2957 61 161 2 0 0 0 0 0 0
1455597512 2957 61 162 2 0 0 0 0 0 0
1455597983 2957 61 162 2 0 0 0 0 0 0
1456112596 3316 61 162 2 0 0 0 0 0 0
1456115366 3474 61 162 2 0 0 0 0 0 0
1456115663 3502 61 162 2 0 0 0 0 0 0
1456115684 3502 61 162 2 0 0 0 0 0 0
1456115716 3502 61 162 2 0 0 0 0 0 0
1456212419 4213 61 162 2 0 0 0 0 0 0
1456213782 4499 61 162 2 0 0 0 0 0 0
1456262969 4499 61 162 2 0 0 1 0 0 0
1456263066 4712 61 162 2 0 0 1 0 0 0
1456263330 4712 61 162 2 0 0 1 0 0 0
1456266215 4712 61 162 2 0 0 1 0 0 0
1456266392 4712 61 162 2 0 0 1 0 0 0
1456266652 4718 61 162 2 0 0 1 0 0 0
1456266913 8583 61 162 2 0 0 1 0 0 0
1456266953 8583 61 162 2 0 0 1 0 0 0
1456287505 8583 488 162 2 0 0 1 0 0 0
1456632075 11097 488 162 2 0 0 1 0 0 0
1456637147 11097 667 162 2 0 0 1 0 0 0
1456689554 11097 797 162 2 0 0 1 0 0 0
1456851569 11400 797 162 2 0 0 1 0 0 0
1456851803 11400 797 162 2 0 0 1 0 0 0
